"http://ieeexplore.ieee.org/search/searchresult.jsp?bulkSetSize=2000&queryText%3D.LB.cloud+robotics.RB.+and+.LB.cloud+computing.RB.",2017/05/03 14:24:04
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Opportunistic Wireless Networking for Smart Dairy Farming","C. Kulatunga; L. Shalloo; W. Donnelly; E. Robson; S. Ivanov","Waterford Institute of Technology, Ireland","IT Professional","20170428","2017","19","2","16","23","The integration of precision farming techniques with the Internet of Things, cloud computing, and big data analytics is vital to increase productivity in the challenging dairy industry. At the same time, the energy-efficiency and cost-effectiveness of networking solutions that bring big data from farms to the cloud should be addressed as regards economic and environmental sustainability. This article presents an opportunistic networking paradigm for a pasture-based dairy farm in which cows voluntarily participating in robotic milking are used for mulling delay-tolerant data to a fog computing node at an Internet gateway.","1520-9202;15209202","","10.1109/MITP.2017.28","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7914582","delay-tolerant big data networking;distributed systems;energy-efficiency;fog computing;opportunistic forwarding;smart dairy farming","Cloud computing;Dairy products;Energy efficiency;Internet of Things;Logic gates;Precision engineering;Robots;Wireless communication","","","","","","","","","March-April 2017","","IEEE","IEEE Journals & Magazines"
"A Cloud Robotics Framework of Optimal Task Offloading for Smart City Applications","A. Rahman; J. Jin; A. Cricenti; A. Rahman; D. Yuan","Sch. of Software & Electr. Eng., Swinburne Univ. of Technol., Hawthorn, VIC, Australia","2016 IEEE Global Communications Conference (GLOBECOM)","20170206","2016","","","1","7","Cloud robotics is an emerging paradigm that enables autonomous robotic agents to communicate and collaborate with cloud computing infrastructures. It further complements Internet of Things (IoT) to improve the performance of smart city applications. By offloading heavy data- intensive computation to the ubiquitous cloud, quality of service (QoS) guarantee can be ensured. Unlike their mobile counterpart, the robots have unique characteristics of mobility, skill- learning, data collection and decision-making capabilities, which makes offloading decisions significantly complex. This paper proposes a generic cloud robotics framework to realize smart city vision while taking into consideration its various complexities. Specifically, task offloading is formulated as a constrained optimization problem capable of handling Direct Acyclic Graph (DAG) known as task flow. Given the constraints, a genetic algorithm (GA) based scheme is further developed to solve the problem. The performance of the algorithm is verified by evaluating the results via three benchmarks. To the best of our knowledge, this is one of the first attempts of task offloading approach for smart city applications of cloud robotics.","","Electronic:978-1-5090-1328-9; POD:978-1-5090-1329-6","10.1109/GLOCOM.2016.7841487","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7841487","","Cloud computing;Genetic algorithms;Optimization;Robot sensing systems;Smart cities;Wireless sensor networks","cloud computing;control engineering computing;directed graphs;optimisation;quality of service;robots","DAG;Internet of Things;IoT;QoS;autonomous robotic agents;cloud computing;cloud robotics framework;constrained optimization problem;decision-making capabilities;direct acyclic graph;mobile counterpart;optimal task offloading;quality of service;smart city applications;ubiquitous cloud","","","","","","","4-8 Dec. 2016","","IEEE","IEEE Conference Publications"
"A control middleware for cloud robotics","C. Huang; L. Zhang; T. Liu; H. Y. Zhang","State Key Laboratory of Synthetical Automation for Process Industries, Northeastern University, Shenyang, 110004, China","2016 IEEE International Conference on Information and Automation (ICIA)","20170202","2016","","","1907","1912","Future robot applications will require cloud computing. Using an architecture of cloud robotics would increase performance over hardware constraints (e.g., processors, memory, and power). In this paper, we propose a control middleware for cloud robotics, which not only can receive the robots' requests and allocate the cloud resources based on the robots demand, but also can ensure the connection between the robots and the cloud more stability. And then, we use an autonomous, humanoid robot to test the first stage of the control middleware. Effectiveness of this control middleware is demonstrated by experiments.","","Electronic:978-1-5090-4102-2; POD:978-1-5090-4103-9; USB:978-1-5090-4101-5","10.1109/ICInfA.2016.7832130","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7832130","Allocating and scheduling;Cloud rbotics;Control middleware","Cloud computing;Computer architecture;Robots;Scheduling;Scheduling algorithms","cloud computing;humanoid robots;middleware;mobile robots;resource allocation","autonomous robot;cloud computing;cloud resource allocation;cloud resource requests;cloud robotics architecture;control middleware;hardware constraints;humanoid robot;robot applications","","","","","","","1-3 Aug. 2016","","IEEE","IEEE Conference Publications"
"RGB-D Object Recognition and Grasp Detection Using Hierarchical Cascaded Forests","U. Asif; M. Bennamoun; F. A. Sohel","IBM Research, Melbourne, VIC 3053, Australia&#x00A0;(e-mail: umarasif@au1.ibm.com).","IEEE Transactions on Robotics","","2017","PP","99","1","18","This paper presents an efficient framework to perform recognition and grasp detection of objects from RGB-D images of real scenes. The framework uses a novel architecture of hierarchical cascaded forests, in which object-class and grasp-pose probabilities are computed at different levels of an image hierarchy (e.g., patch and object levels) and fused to infer the class and the grasp of unseen objects. We introduce a novel training objective function that minimizes the uncertainties of the class labels and the grasp ground truths at the leaves of the forests, thereby enabling the framework to perform the recognition and grasp detection of objects. Our objective function is learned from features that are extracted from RGB-D point clouds of the objects. For that, we propose a novel method to encode an RGB-D point cloud into a representation that facilitates the use of large convolution neural networks to extract discriminative features from RGB-D images. We evaluate our framework on challenging object datasets, where we demonstrate that our framework outperforms the state-of-the-art methods in terms of object-recognition and grasp-detection accuracies. We also show experiments by using live video streams from a Kinect mounted on our in-house robotic platform.","1552-3098;15523098","","10.1109/TRO.2016.2638453","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7820198","Grasp detection;RGB-D object recognition;robotic grasping","Feature extraction;Grasping;Image color analysis;Object recognition;Robots;Three-dimensional displays;Training","","","","","","","","20170117","","","IEEE","IEEE Early Access Articles"
"Development of a cloud-enhanced investigative mobile robot","A. Rahman; J. Jin; Y. W. Wong; K. S. Lam","School of Software and Electrical Engineering, Swinburne University of Technology, Hawthorn, VIC 3122, Australia","2016 International Conference on Advanced Mechatronic Systems (ICAMechS)","20170116","2016","","","104","109","In recent times the cloud based applications for robotics has become an emerging topic of discussion. Both individual as well as networked robotic operation can be benefitted with the support of cloud computing paradigm. The different applications of the cloud enhance its integration with various aspects of robotic operation. However, it depends on the scope of the applications as well as the setup of the robotic system. This has led to our work in this paper that includes a hardware implementation of a robot with cloud-aided applications of face detection and identification for the purpose of interaction and investigation. We explain our face recognition algorithm that we have implemented as well as our methods of using it for context-aware offloading to the cloud. In addition to that, we present an autonomous platform switching algorithm that is network and context aware in terms of task allocation between resources. Our practical implementation and demonstrations analyse the impact of cloud in the performance of this application. From the results, we can suggest that cloud-based approach is beneficial for performance and longevity of the system.","","Electronic:978-1-5090-5346-9; POD:978-1-5090-5347-6","10.1109/ICAMechS.2016.7813429","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7813429","Cloud Computing;Cloud Robotics;Context-Aware Offloading;Face Recognition;Investigation;Platform Switching Algorithm","Cloud computing;Face detection;Face recognition;Hardware;Robot sensing systems;Switches","cloud computing;face recognition;mobile robots","autonomous platform switching algorithm;cloud computing paradigm;cloud-enhanced investigative mobile robot;context-aware offloading;face detection;face recognition algorithm","","","","","","","Nov. 30 2016-Dec. 3 2016","","IEEE","IEEE Conference Publications"
"A Hierarchical Auction-Based Mechanism for Real-Time Resource Allocation in Cloud Robotic Systems","L. Wang; M. Liu; M. Q. H. Meng","School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore","IEEE Transactions on Cybernetics","20170116","2017","47","2","473","484","Cloud computing enables users to share computing resources on-demand. The cloud computing framework cannot be directly mapped to cloud robotic systems with ad hoc networks since cloud robotic systems have additional constraints such as limited bandwidth and dynamic structure. However, most multirobotic applications with cooperative control adopt this decentralized approach to avoid a single point of failure. Robots need to continuously update intensive data to execute tasks in a coordinated manner, which implies real-time requirements. Thus, a resource allocation strategy is required, especially in such resource-constrained environments. This paper proposes a hierarchical auction-based mechanism, namely link quality matrix (LQM) auction, which is suitable for ad hoc networks by introducing a link quality indicator. The proposed algorithm produces a fast and robust method that is accurate and scalable. It reduces both global communication and unnecessary repeated computation. The proposed method is designed for firm real-time resource retrieval for physical multirobot systems. A joint surveillance scenario empirically validates the proposed mechanism by assessing several practical metrics. The results show that the proposed LQM auction outperforms state-of-the-art algorithms for resource allocation.","2168-2267;21682267","","10.1109/TCYB.2016.2519525","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7403967","Cloud robotics;hierarchical auction;real-time resource allocation","Ad hoc networks;Cloud computing;Real-time systems;Resource management;Robot kinematics;Robot sensing systems","cloud computing;mobile robots;multi-robot systems;resource allocation","LQM auction;ad hoc networks;cloud computing framework;cloud robotic systems;cooperative control;dynamic structure;hierarchical auction-based mechanism;joint surveillance scenario;link quality indicator;link quality matrix;multirobotic applications;physical multirobot systems;real-time resource allocation;real-time resource retrieval;resource-constrained environments;robots","","2","","","","20160211","Feb. 2017","","IEEE","IEEE Journals & Magazines"
"Cloud Robotic Clone-Based in Mobile Ad-Hoc Network of CellBot Team","D. d. S. Pereira; B. A. Santana; R. S. Maia; A. Souza","Robotic Learning Lab., UERN, Parnamirim, Brazil","2016 IEEE 13th International Conference on Mobile Ad Hoc and Sensor Systems (MASS)","20170116","2016","","","375","376","Multi-Robot Systems (MRS) is a field of Robotic that develops robots to act as a team, with coordination, performing task collaboratively. These systems are used to deal with complex tasks, in which time and space are restricted. To achieve the correct operation of the MRS the communication skills is a fundamental point to be investigated. This paper presents an Architecture of communication based on cloud computing technology for a MRS composed by CellBots.","","Electronic:978-1-5090-2833-7; POD:978-1-5090-2834-4; USB:978-1-5090-2832-0","10.1109/MASS.2016.060","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7815054","CellBot;Cloud Computing;Cloud Robotic;MRS","Ad hoc networks;Cloud computing;Computer architecture;Mobile communication;Robot kinematics;Robot sensing systems","cloud computing;control engineering computing;mobile ad hoc networks;mobile robots;multi-robot systems","CellBot team;MRS;cloud computing technology;cloud robotic clone;communication skills;complex tasks;mobile ad-hoc network;multirobot systems","","","","","","","10-13 Oct. 2016","","IEEE","IEEE Conference Publications"
"Plenary Talks","M. Grabisch; S. G. Kong; K. Iwano; P. Sinčák","Univ. of Paris Pantheon-Sorbonne, Paris, France","2016 Joint 8th International Conference on Soft Computing and Intelligent Systems (SCIS) and 17th International Symposium on Advanced Intelligent Systems (ISIS)","20161229","2016","","","xxvi","xxix","These plenary talk discuss the following: Multicriteria Decision Making with Interacting Criteria; Machine Learning for Computer Vision; Reality 2.0 and Wisdom Computing - our vision toward the future; Cloud Based Intelligent Robotics.","","Electronic:978-1-5090-2678-4; POD:978-1-5090-2679-1","10.1109/SCIS-ISIS.2016.0009","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7801596","","","cloud computing;computer vision;decision making;intelligent robots;learning (artificial intelligence)","ISIS;International Symposium on Advanced Intelligent Systems;SCIS;cloud based intelligent robotics;computer vision;interacting criteria;machine learning;multicriteria decision making;reality 2.0;soft computing and intelligent systems;wisdom computing","","","","","","","25-28 Aug. 2016","","IEEE","IEEE Conference Publications"
"A scalable production efficiency tool for the robotic cloud in the fractal factory","M. Pirani; A. Bonci; S. Longhi","Dipartimento di Ingegneria dell'Informazione, Universit&#x00E0; Politecnica delle Marche, Ancona, Italy","IECON 2016 - 42nd Annual Conference of the IEEE Industrial Electronics Society","20161222","2016","","","6847","6852","The present paper proposes an effective metrics for production efficiency and a bottleneck detection algorithm of recursive nature for its application on lightweight embedded systems on board of the robotics and automation components of the factory of the future. The proposed methodology is particularly suited if the fractal paradigm is applied to the factory seen as a complex system of systems but with relevant self-similarities across the several layers of components and structures from the shop-floor up to the enterprise level. A performance test has been conducted to demonstrate the viability of the technology for tiny embedded devices with the use of declarative embedded database language. Due to the high scalability of the algorithm and its simplicity, it seems suitable also for the robotic cloud paradigm, where constituent mechatronics, sensors and actuators components are provided as a service. The results provided suggests that, with the use of similar recursive and distributed form of computing, production bottlenecks or fault detection can be scaled to address the complex and pervasive cyber-physical systems problems that characterize the 4th industrial revolution strategies.","","Electronic:978-1-5090-3474-1; POD:978-1-5090-3475-8","10.1109/IECON.2016.7793536","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7793536","Manufacturing automation;embedded systems;industrial cyberphysical systems;robotics","Fractals;Measurement;Production facilities;Robot sensing systems;Service robots","actuators;control engineering computing;cyber-physical systems;industrial robots;mechatronics","actuators components;automation components;bottleneck detection algorithm;complex cyber-physical system;declarative embedded database language;embedded devices;fault detection;fractal factory;industrial revolution strategies;lightweight embedded systems;mechatronics;performance test;pervasive cyber-physical system;production bottlenecks;robotic cloud;robotics;scalable production efficiency tool;sensors","","","","","","","23-26 Oct. 2016","","IEEE","IEEE Conference Publications"
"Proceedings","","","IECON 2016 - 42nd Annual Conference of the IEEE Industrial Electronics Society","20161222","2016","","","1","263","The following topics are dealt with: Industrial Internet of Things; cyber-physical systems; motion control; electrical machine drives; power electronics; HVDC technologies; power converter; machine control; fault diagnosis; mechatronics; robotics and haptics; image processing; artificial intelligence; renewable energy system; energy storage; photovoltaic system; transportation electrification; vehicle system; cloud computing; Big Data; industrial informatics; MEMS; nanotechnologies; smart metering; smart power grids; energy Internet; fuel cell power system; wind turbines; smart cities; data centers; radiocommunication; induction heating; fusion plasma facilities; and power transformers.","","Electronic:978-1-5090-3474-1; POD:978-1-5090-3475-8","10.1109/IECON.2016.7792930","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7792930","","","Big Data;HVDC power transmission;Internet;Internet of Things;artificial intelligence;cloud computing;computer centres;fault diagnosis;fuel cells;haptic interfaces;image processing;induction heating;machine control;mechatronics;micromechanical devices;motion control;motor drives;photovoltaic power systems;plasma applications;power convertors;power transformers;radiocommunication;renewable energy sources;robots;wind turbines","Big Data;HVDC technologies;IEEE industrial electronics society;MEMS;artificial intelligence;cloud computing;cyber-physical systems;data centers;electrical machine drives;energy Internet;energy storage;fault diagnosis;fuel cell power system;fusion plasma facilities;haptics;image processing;induction heating;industrial Internet of Things;industrial informatics;machine control;mechatronics;motion control;nanotechnologies;photovoltaic system;power converter;power electronics;power transformers;radiocommunication;renewable energy system;robotics;smart cities;smart metering;smart power grids;transportation electrification;vehicle system;wind turbines","","","","","","","23-26 Oct. 2016","","IEEE","IEEE Conference Publications"
"Enabling Low Latency Services on LTE Networks","C. A. Garcia-Perez; P. Merino","Andalucia Tech, Univ. de Malaga, Malaga, Spain","2016 IEEE 1st International Workshops on Foundations and Applications of Self* Systems (FAS*W)","20161219","2016","","","248","255","The upcoming 5G technologies promise to enable ultra low latency services such as remote robotics, augmented reality or vehicle to vehicle communications. Fog and MEC computing can enable low latency services for many different scenarios by moving the cloud and some network functions closer to the user. In the case of mobile networks this improvement is traditionally introduced in the reference point that defines the limit of the operator domain. In this paper we explore the introduction of an intermediate component in the LTE standard architecture, describing its functionality and providing experimental results on its use. This component, called Fog Gateway, can process the data plane for specific services to prevent all the traffic reaching the core network. The gateway analyzes the GTP traffic inner destination IP in order to determine whether to route the packet to the fog network or forward it to the destination SGW. The solution is compliant with standard LTE equipment all along the path (UE, eNodeB, EPC), so it can be implemented in current networks, and the preliminary figures, obtained combining emulated and COTS equipment, show an improvement of up to the 78% in terms of latency reduction.","","Electronic:978-1-5090-3651-6; POD:978-1-5090-3652-3","10.1109/FAS-W.2016.59","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7789476","5G;Fog Computing;LTE;Low Latency;Mobile Edge Computing","Computer architecture;Delays;Long Term Evolution;Mobile communication;Mobile computing;Proposals;Vehicles","5G mobile communication;Long Term Evolution;cloud computing;internetworking","5G technology;COTS equipment;EPC;GTP traffic inner destination IP;LTE standard architecture;MEC computing;UE;augmented reality;data plane;destination SGW;eNodeB;fog computing;fog gateway;fog network;latency reduction;mobile networks;network function;remote robotics;standard LTE networks;ultralow-latency services;vehicle-to-vehicle communications","","","","","","","12-16 Sept. 2016","","IEEE","IEEE Conference Publications"
"Towards migrating resource-consuming robotic software packages to cloud","S. Wen; B. Ding; H. Wang; B. Hu; H. Liu; P. Shi","College of Computer, National University of Defense Technology, Changsha, Hunan 410073, China","2016 IEEE International Conference on Real-time Computing and Robotics (RCAR)","20161215","2016","","","283","288","Cloud robotics augments robots by various cloud computing resources. Although it is regarded as a revolutionary paradigm in robotics, building a cloud robotic application is still a complex task today. Great efforts have to be made to develop the robotic-oriented cloud services, deploy them onto the cloud and integrating robotic software with them together. In this paper, we propose a cloud platform, micROS-cloud, which supports the direct deployment of Robot Operating System (ROS) software packages. The packages can be transformed into Internet-accessible services automatically. With the mechanisms named on-demand instantiation and container-based isolation, multiple robots can access such a cloud service simultaneously, even if the corresponding ROS package is originally designed just to serve a single robot. With micROS-cloud, general ROS applications can be easily migrated into the cloud robotic environment, and a lot of existing ROS packages in the robotic community can be transformed into o cloud services quickly. A prototype of this platform and the experiments on it involving multiple robots have validated the effectiveness of our work.","","Electronic:978-1-4673-8959-4; POD:978-1-4673-8960-0; USB:978-1-4673-8958-7","10.1109/RCAR.2016.7784040","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7784040","","Cloud computing;Computational modeling;Computers;Containers;Simultaneous localization and mapping","cloud computing;multi-robot systems;operating systems (computers);resource allocation;robot programming;software packages","Internet-accessible services;ROS packages;ROS software packages;cloud computing resources;cloud platform;cloud robotic environment;cloud robotics;container-based isolation;micROS-cloud;on-demand instantiation;resource-consuming robotic software packages;robot operating system software packages;robotic community;robotic-oriented cloud services","","","","","","","6-10 June 2016","","IEEE","IEEE Conference Publications"
"Design of a Cloud Robotics Visual Platform","Y. Lei; Z. Fengyu; W. Yugang; Y. Xianfeng; Z. Yang; C. Zhumin","Sch. of Control Sci. & Eng., Shandong Univ., Jinan, China","2016 Sixth International Conference on Instrumentation & Measurement, Computer, Communication and Control (IMCCC)","20161208","2016","","","1039","1043","In recent years, the vision of robot has got great development. Because of the low sampling rate and the heavy calculation burden, the vision is obstructed to apply for robot. In order to solve the above problem, in this paper, we present the Cloud Robotics Visual Platform(CRVP) for the development of robot vision. The main contributions of the paper are as follows. (1) The parallel computational model of Map/Reduce is used to decrease the image time cycle of image training and recognition. (2) The image recognition engine is built with the Service-Oriented Architecture. (3) The H264 encoding algorithm and the Real time protocol are adopted to realize the video transmitting. Finally, the experiment is done using ECS of Aliyun. The results show that the platform could effectively improve the robot image recognition cycle and offload the computing load.","","CD:978-1-5090-1194-0; Electronic:978-1-5090-1195-7; POD:978-1-5090-1196-4","10.1109/IMCCC.2016.252","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7774942","cloud robot; map/reduce; real time protocol; visual platform","Cloud computing;Image recognition;Protocols;Robot kinematics;Servers;Streaming media","cloud computing;control engineering computing;image recognition;robot vision;sampling methods;video coding","Aliyun;CRVP;ECS;H264 encoding algorithm;Map-Reduce;calculation burden;cloud robotics visual platform;image recognition engine;image time cycle;image training;robot image recognition cycle;sampling rate;service-oriented architecture;video transmitting","","","","","","","21-23 July 2016","","IEEE","IEEE Conference Publications"
"Cloud robotics: A software architecture: For heterogeneous large-scale autonomous robots","S. A. Miratabzadeh; N. Gallardo; N. Gamez; K. Haradi; A. R. Puthussery; P. Rad; M. Jamshidi","Electrical and Computer Engineering Department, University of Texas at San Antonio, Open Cloud Institute, USA","2016 World Automation Congress (WAC)","20161006","2016","","","1","6","The paper proposes a software architecture for cloud robotics which intends three subsystems in the cloud environment: Middleware Subsystem, Background Tasks Subsystem, and Control Subsystem. The architecture invokes cloud technologies such as cloud computing, cloud storage, and other networking platforms arranged on the assistances of congregated infrastructure and shared services for robotics, for instance Robot Operating System (ROS). Since the architecture is looking for reliable, scalable, and distributed system for the heterogeneous large-scale autonomous robots, Infrastructure as a Service (IaaS) is chosen among the cloud services. Three major tasks can be handled by the proposed software architecture Computing, Storage, and Networking. Hadoop-MapReduce provides the appropriate framework in the cloud environment to process and handle these tasks.","","","10.1109/WAC.2016.7583017","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7583017","Hadoop-MapReduce;Robot Operating System (ROS);cloud robotics;heterogeneous system;large-scale autonomous","Cloud computing;Computer architecture;Robot sensing systems;Service robots","cloud computing;control engineering computing;middleware;mobile robots;software architecture","Hadoop-MapReduce;IaaS;background tasks subsystem;cloud computing;cloud robotics;cloud service;cloud storage;cloud technology;control subsystem;heterogeneous large-scale autonomous robots;infrastructure as a service;middleware subsystem;robot operating system;software architecture","","","","","","","July 31 2016-Aug. 4 2016","","IEEE","IEEE Conference Publications"
