"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=7492744,7279535,7129299,7101633,7097194,6840196,6256260,6225359,6215759,6129046,5653660,5570010,5509469,7877182,7841487,7832130,7828856,7818728,7813429,7403967,7815054,7808098,7750610,7784040,7764391,7744365,7583017,7578487,7467436,7560952,7556193,7482658,7495388,7486690,7434427,7390563,7371633,7373467,7340044,7329648,7301653,7294140,7279524,7279332,7271354,7244585,7208265,7161824,7161832,7159519,7151907,7151926,7124626,7111555,7102233,7090603,7052418,7006734,7058453,7020689,6996193,6924484,6913971,6907395,6848746,6840176,6803195,6719704,6705424,6669006,6492470,6488073,6481240,6480950,6413563,6392580,6389225,6339517,6145653,6257116,6224781,6176587,6177109,6114210,5741377,5636419,4732159,7583767,7057679,6957144,7804511,7764361,7757056,7601521,7583061,7582638,7560551,7560548,7519559,7456674,7401457,7377858,7282220,7261090,7238032,7208269,7086960,7086812,7045288,7044997,7016584,7013196,6998774,6913248,6914128,6909338,6878716,6867530,6802619,6742803,6724113,6705163,6690826,6642919,6633897,6272891,6261018,6249901,6249904,6245736,6173511,6137532,6120137,6083632,6031169,5967459,5719709,5491203,5286166,5195324,7892444,7890304,7889324,7889276,7881799,7880361,7881389,7876208,7546861,7501894,7867355,7868326,7868328,7866470,7858534,7849551,7849385,7844811,7845277,7848020,7844021,7847108,7832061,7830719,7832872,7819179,7813213,7816822,7816824,7802515,7798591,7798592,7800001,7801596,7780259,7795399,7793638,7793378,7792930,7790233,7790261,7790235,7790237,7790303,7790231,7790228,7784091,7777909,7776604,7776602,7774942,7776601,7774703,7776598,7776606,7776599,7757096,7757139,7757076,7757142,7763386,7757067,7759816,7759183,7760742,7761098,7759337,7755422,7743442,7746367,7745147,7737546,7733661,7734049,7731693,7725000,7718216,7592093,7582999,7579767,7580812,7575205,7575289,7575839,7573157,7568961,7350228,7561390,7562713,7558510,7557399,7551588,7549316,7548853,7550873,7548876,7551610,7552183,7545305,7545923,7545898,7545916,7542934,7537067,7536499,7538313,7529525,7529965,7530061,7529571,7521103,7523582,7519246,7516385,7516130,7508099,7502559,7498096,7496175,7497838,7214266,7487749,7487342,7487738,7484196,7474725,7473389,7470948,7165664,7462548,7454548,7451838,7447641,7441027,7432173,7427867,7423023,7423280,7424204,7424450,7418771,7413855,7418809,7404662,7402311,7402060,7399162,7396543,7398709,7391355,7384376,7382326,7378609,7380576,7372682,7366942,7371481,7373215,7371523,7371478,7371488,7371474,7367414,7366831,7363582,7365005,7354019,7354021,7354254,7354250,7354018,7271006,7342621,7345390,7342639,7333648,7329755,7330665,7325398,7325508,7314695,7310768,7307789,7301582,7298019,7298089,7295892,7281991,7279523,7284031,7277244,7273442,7251449,7248088,7231008,7226703,7219724,7224817,7226691,7225615,7219710,7226690,7218570,7214136,7210475,7210423,7196507,7193238,7175757,7175773,7175819,7175744,7169853,7166057,7166229,7163769,7159512,7160575,7150798,7148524,7129438,7124783,7127391,7116844,7113473,7114484,7107254,7096181,7090590,7092923,7083971,7087296,7079270,7015601,7057681,6853392,7055942,7060735,7014315,7073411,7065585,7065042,7062509,7059670,7060081,7057438,7053321,7051787,7048870,7045722,7044989,7044103,7042718,7037737,7037233,7037232,7033055,7034802,7030597,7031107,7028032,7028182,7027599,7026289,7024620,7018606,7019292,7017644,7015925,7005212,7002408,6997572,6994118,6981542,6976251,6973743,6972553,6973655,6969503,6973581,6973810,6973616,6968367,6966964,6955306,6949344,6945686,6942764,6933461,6927661,6921886,6917443,6918175,6914691,6907211,6910516,6907157,6907168,6903144,6876953,6869142,6869141,6868422,6867562,6857834,6847831,6846922,6842275,6837656,6834956,6830910,6829985,6824650,6825021,6822423,6803166,6803127,6798870,6776008,6766552,6758591,6755280,6756054,6756877,6740256,6645373,6726227,6726744,6728883,6722575,6724524,6719282,6716400,6701466,6705399,6696040,6697184,6700526,6691569,6685385,6686243,6680030,6682102,6664259,6664574,6664573,6664265,6664270,6664326,6664320,6664292,6664576,6664567,6650415,6643315,6637176,6631180,6630612,6629942,6629655,6617612,6603648,6595978,6574680,6569083,6567422,6553932,6550259,6550519,6524399,6513442,6494498,6491284,6459717,6427281,6424962,6375774,6417614,6419529,6398208,6386393,6386768,6379702,6378352,6379903,6376536,6359111,6354613,6343054,6341411,6320742,6301182,6296063,6296066,6270756,6269471,6263815,6263819,6261020,6258444,6257275,6228986,6215740,6215727,6201212,6200718,6201213,6197123,6197619,6189939,6184849,6185343,6164436,6151526,6147465,6139100,6123523,6119642,6118734,6114927,6079428,6056772,6045021,6045151,5976161,5967535,5961968,5928677,5928699,5936565,5778042,5741430,5739270,5509197,5174204,4813878,1507419,576280,7880273,7878182,7866710,7858181,7849607,7791813,7777933,7776559,7695005,7577597,7560860,7555089,7545111,7519367,7515595,7509362,7507337,7468880,7453770,7449653,7444021,7373856,7339250,7250200,7155783,7152194,7133056,7062780,7036461,7021006,7016003,7010193,6998248,6926414,6918779,6900664,6893957,6840034,6808551,6757875,6707153,6664651,6653264,6648898,6643813,6575231,6554165,6530283,6353470,6295472,6223663,6141704,6107961,5966623,5928657,5743366,5731570,5631785",4/22/17 12:55,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
An infrastructure for robotic applications as cloud computing services,C. Mouradian; F. Z. Errounda; F. Belqasmi; R. Glitho,"Concordia Univ., Montreal, QC, Canada",2014 IEEE World Forum on Internet of Things (WF-IoT),20140424,2014,,,377,382,"Robotic applications are becoming ubiquitous. They are widely used in several areas (e.g., healthcare, disaster management, and manufacturing). However, their provisioning still faces several challenges such as cost and resource usage efficiency. Cloud computing is an emerging paradigm that may aid in tackling these challenges. It has three main facets: Infrastructure as a Service (IaaS), Platform as a Service (PaaS) and Software as a Service (SaaS). This paper focuses on the IaaS aspects of robotic applications as cloud computing services. It proposes an architecture that enables cost efficiency through virtualization and dynamic task delegation to robots, including robots that might belong to other clouds. Overlays and RESTful Web services are used as cornerstones. A prototype is built using LEGO Mindstorms NXT as the robotic platform, and JXTA as the overlay middleware. Related work is reviewed, the functional entities and interfaces of the architecture are described, and the prototype architecture is presented along with the implemented scenario.",,Electronic:978-1-4799-3459-1; POD:978-1-4799-5071-3; USB:978-1-4799-3460-7,10.1109/WF-IoT.2014.6803195,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6803195,Infrastructure as a Service (IaaS);Robotic applications;cloud computing;task allocation;task delegation,Cloud computing;Computer architecture;Engines;Logic gates;Robot sensing systems;Virtualization,Web services;cloud computing;control engineering computing;middleware;robots;ubiquitous computing,IaaS;JXTA;LEGO Mindstorms NXT;PaaS;RESTful Web services;SaaS;cloud computing services;cost efficiency;disaster management;dynamic task delegation;healthcare;infrastructure as a service;manufacturing;overlay middleware;platform as a service;resource usage efficiency;robotic platform;software as a service;ubiquitous robotic applications;virtualization,,4,,18,,,6-8 March 2014,,IEEE,IEEE Conference Publications
Toward Hyper Interconnected IoT World Using SDN Overlay Network for NGN Seamless Mobility,W. F. Elsadek,"Dept. of Comput. Sci. & Eng., American Univ. in Cairo, New Cairo, Egypt",2016 IEEE International Conference on Cloud Computing Technology and Science (CloudCom),20170126,2016,,,460,463,"Existing mobility protocols adopt centralized gateways and proxies to ensure session continuity for mobile users. The centralized architecture and the absence of effective selective traffic offload mechanism lead to inefficient data forwarding plane that congested the 4G Evolved Packet Core (EPC). Despite the tremendous ongoing efforts of 3GPP, IETF, vendors, and researchers, these problems still persist and restrict operators' offering for residential/enterprise indoor services extension and mobility deployments for session continuity in wide area motion as train or cars when crossing cities' boundaries. Moreover, latest advancements in cognitive services requiring real time collaborative interactions between moving users, server, and IoT smart terminals as drones, robots, smart vehicles ...etc attached to 5G edges can never be satisfied with existing protocols. This paper presents an initiative to a new mobility paradigm based on OpenFlow Software Defined Network (SDN) based technology to solve existing mobility problems, satisfy IoT collaborative interactions, and extend mobility coverage cross service providers under Service Level Agreements (SLAs) while ensuring the involved entities' privacy. Mobility is achieved through dynamic establishment of SDN overlay network that can cross any type of LAN/WAN/Cellular topology. Initial results show that join delay range is 0.2s in fully migrated SDN network and 1.5s in standard operator with direct home network SLA while the rest of packets are forwarded at almost wire speed.",,Electronic:978-1-5090-1445-3; POD:978-1-5090-1446-0,10.1109/CloudCom.2016.0078,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7830719,Cognitive Service;Collaborative interactions;IoT;LIPA;MIP;Mobility;SIPTO;SLA;Wide Area Motion,,4G mobile communication;5G mobile communication;Internet of Things;cellular radio;computer network security;contracts;home networks;local area networks;mobility management (mobile radio);next generation networks;overlay networks;packet radio networks;protocols;software defined networking;telecommunication network topology;telecommunication traffic;wide area networks,3GPP;4G EPC;4G evolved packet core;5G edges;IETF;IoT smart terminals;LAN-WAN-cellular topology;NGN seamless mobility;OpenFlow software defined network;SDN overlay network;centralized architecture;cognitive services;data forwarding plane;direct home network SLA;entity privacy;hyper interconnected IoT world;indoor services;mobile users;mobility coverage cross service providers;mobility deployments;mobility protocols;moving users;packet forwarding;real time collaborative interactions;selective traffic offload mechanism;service level agreements;session continuity;wide area motion,,,,,,,12-15 Dec. 2016,,IEEE,IEEE Conference Publications
[Copyright notice],,,2013 5th International Conference on Intelligent Human-Machine Systems and Cybernetics,20131024,2013,1,,iv,iv,The following topics are dealt with: laser ranging; target tracking; nonlinear inverted pendulum system; human motion reconstruction; high voltage switch cabinet; distribution network; software simulation experiment platform; robust H-infinite control; manipulators; QC-LDPC codes; image processing; fuzzy beliefs; data mining; cloud environment; genetic algorithm; training system; glowworm swarm optimization algorithm; path planning; unmanned aerial vehicle; neural networks; robots; fuzzy sets; object tracking; combat simulation; image encryption; micro-inverters; unmanned helicopter; human walking; pattern clustering; blood pressure measurement; wireless HART networks; and cyber-physical system.,,Electronic:978-0-7695-5011-4; POD:978-1-4799-0236-1,10.1109/IHMSC.2013.3,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6643813,,,H<sup>âˆ_</sup> control;autonomous aerial vehicles;blood pressure measurement;cloud computing;cryptography;data mining;distribution networks;fuzzy set theory;gait analysis;genetic algorithms;helicopters;image processing;invertors;learning (artificial intelligence);manipulators;object tracking;particle swarm optimisation;path planning;pattern clustering;robust control,QC-LDPC codes;blood pressure measurement;cloud environment;combat simulation;cyber-physical system;data mining;distribution network;fuzzy beliefs;fuzzy sets;genetic algorithm;glowworm swarm optimization algorithm;high voltage switch cabinet;human motion reconstruction;human walking;image encryption;image processing;laser ranging;manipulators;micro-inverters;neural networks;nonlinear inverted pendulum system;object tracking;path planning;pattern clustering;robots;robust H-infinite control;software simulation experiment platform;target tracking;training system;unmanned aerial vehicle;unmanned helicopter;wireless HART networks,,0,,,,,26-27 Aug. 2013,,IEEE,IEEE Conference Publications
Use Case Evaluation of a Cloud Robotics Teleoperation System (Short Paper),A. Manzi; L. Fiorini; R. Limosani; P. Sincak; P. Dario; F. Cavallo,"BioRobotics Inst., Scuola Superiore Sant'Anna, Pisa, Italy",2016 5th IEEE International Conference on Cloud Networking (Cloudnet),20161208,2016,,,208,211,"The paper describes a generic Cloud Robotics teleoperation system which allows to control in real-time a robot (connected with a 4G network) having its video stream as feedback. The proposed system relies on the Azure Cloud Platform and on recent web technologies. Particularly, we present an use case experiment in which an operator in Slovakia controls a robot situated in Italy in order to evaluate its realtime feasibility. We test the system to assess its performances providing the throughput value of the communication and the average delay between consecutive received packets on both robot and teleoperation side. Additionally, regarding the video streaming, we test several packet sizes to establish a suitable image quality. The results show how the chosen technology allows to have real-time performances in terms of video and velocity commands streaming.",,Electronic:978-1-5090-5093-2; POD:978-1-5090-5094-9,10.1109/CloudNet.2016.49,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7776604,,Cloud computing;Delays;Protocols;Robots;Servers;Streaming media;Throughput,cloud computing;control engineering computing;telerobotics;video streaming,Azure cloud platform;Italy;Slovakia;Web technologies;communication throughput value;consecutive received packets;generic cloud robotics teleoperation system;image quality;use case evaluation;velocity commands streaming;video streaming,,,,,,,3-5 Oct. 2016,,IEEE,IEEE Conference Publications
Cloud based security solution for android smartphones,T. M. Marengereke; K. Sornalakshmi,"Dept. of I.T, Information Security & Cyber Forensics, SRM University, Chennai, India","2015 International Conference on Circuits, Power and Computing Technologies [ICCPCT-2015]",20150716,2015,,,1,6,"In this paper, we define SIEM and we discuss Android security monitoring as well as recent research in Android security systems. Then, we propose a cloud based security system for collection, visualization, analysis and correlation of application logs, statistics and determining abnormal application and network behavior on the device. If abnormal behavior is detected an appropriate alert is sent back to the device for remedial action. In the case of abnormal network traffic, then firewall rules to be updated on an implementation of an IPTABLES/ NETFILTER firewall to block unwarranted network traffic. Furthermore a web interface is created to enable visualization of logs and all data collected from the device. So it serves as an intrusion mitigation solution coupled with security information audit web portal. This paper highlights the architecture of the proposed system.",,DVD:978-1-4799-7074-2; Electronic:978-1-4799-7075-9; POD:978-1-4799-7076-6,10.1109/ICCPCT.2015.7159512,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7159512,Android;Cloud offloading;Mobile Security Audit;Protocol analysis;Security Information Management;Security Monitoring,Androids;Humanoid robots;IP networks;Malware;Servers;Smart phones,Android (operating system);cloud computing;data visualisation;firewalls;portals;security of data;smart phones;statistical analysis;system monitoring,Android security monitoring;Android smartphones;IPTABLES firewall;NETFILTER firewall;SIEM;Web interface;Web portal auditing;abnormal behavior detection;abnormal network traffic;application logs;cloud based security solution;firewall rules;intrusion mitigation solution;log visualization;statistics,,0,,27,,,19-20 March 2015,,IEEE,IEEE Conference Publications
IoT based automatic storing and retrieval system,S. A. Nissanka; M. A. J. R. Senevirathna; M. Dharmawardana,"Department of Production Engineering, University of Peradeniya, Peradeniya, Sri Lanka",2016 Manufacturing & Industrial Engineering Symposium (MIES),20161226,2016,,,1,5,"Automation has gained the most famous and biggest attention in the industrial world lately. This is because it causes less man involvement, higher accuracy, money and time savings, unlike the conventional methods. Thus, the â€œInternet of Thingsâ€ù (IoT) concept came to the picture. This research paper reveals an implementing method of IoT concept for a manufacturing line to inspect and control an automatic storing and retrieval system (ASRS) with powerful features. Remote system controlling, Data processing and Record keeping are some of them. The system is synced to an online cloud database and it stores every action done by ASRS. Also the system is capable of categorizing the products into specific order. This is useful for production floors which has more than one product in a production line. Moreover, anyone can view the processes and the history of the system through a user interface. The simple and animated user interfaces are designed for personal computers and for android devices. The simplicity of the concept makes the system speed and it consumes minimum resources. Simply, the automatic product storing and retrieval system can be viewed and controlled from anywhere in the world. A prototype application system is developed to verify the proposed method in this research paper. This paper suggests very flexible cloud based ASRS system.",,Electronic:978-1-5090-3629-5; POD:978-1-5090-3630-1,10.1109/MIES.2016.7780259,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7780259,Automatic Storage and Retrieval System;Cloud based material handling system;Image processing object identification;Internet of Things,Androids;Cloud computing;Computers;Databases;Humanoid robots;Image color analysis;User interfaces,Internet of Things;cloud computing;manufacturing data processing;microcomputers;production engineering computing;smart phones;storage automation;user interfaces,ASRS;Android devices;Internet of Things;IoT;automatic storing and retrieval system;data processing;manufacturing line;online cloud database;personal computers;production line;record keeping;remote system controlling;user interface,,,,,,,22-22 Oct. 2016,,IEEE,IEEE Conference Publications
On Distributed Knowledge Bases for Robotized Small-Batch Assembly,M. Stenmark; J. Malec; K. Nilsson; A. Robertsson,"Department of Computer Science, Lund University, Sweden",IEEE Transactions on Automation Science and Engineering,20150403,2015,12,2,519,528,"The flexibility demands in manufacturing are severe, e.g., for rapid-change-over to new product variants, while robots are flexible machines that potentially can be adapted to a large variety of production tasks. Task definitions such as explicit robot programs are hardly reusable from an application point-of-view. To improve the situation, a knowledge-based approach exploiting distributed declarative information and cloud computing offers many possibilities for knowledge exchange and reuse, and it has the potential to facilitate new business models for industrial solutions. However, there are many unresolved questions yet, e.g., those related to reliability, consistency, or legal responsibility. To investigate some of these issues, different knowledge-based architectures have been prototyped and evaluated by confronting the solution candidates with key application demands. The conclusion is that distributed cloud-based approaches offer many possibilities, but there is still a need for further research and better infrastructure before this approach can become industrially attractive.",1545-5955;15455955,,10.1109/TASE.2015.2408264,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7058453,Cognitive robotics;online knowledge bases;reuse of knowledge;robot programming;web services for robots,Computer architecture;Knowledge based systems;Ontologies;Robot kinematics;Robot sensing systems;Software,batch processing (industrial);cloud computing;knowledge based systems;production control;production engineering computing;robotic assembly,cloud computing;distributed declarative information;distributed knowledge bases;industrial robot;knowledge-based architectures;robotized small-batch assembly,,3,,28,,20150311,Apr-15,,IEEE,IEEE Journals & Magazines
Table of contents,,,2014 2nd 2014 2nd International Conference on Emission Electronics (ICEE),20140908,2014,,,1,2,The following topics are dealt with: field emission cathodes; bioceramics; cloud computing middleware; robotics; hydroacoustic monitoring and radio monitoring; particle beam focusing; economics modelling; laser radiation control; digital device testing; computational complexity; chaos generation; virtual laboratories for education; thermoelectric conversion; object tracking; biological mobility; and tokamaks.,,Electronic:978-1-4799-5607-4; POD:978-1-4799-5608-1,10.1109/Emission.2014.6893957,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6893957,,,biology;cathodes;chaos generators;cloud computing;computational complexity;digital circuits;economics;educational computing;electron field emission;laboratories;lasers;middleware;object tracking;optical control;particle beam focusing;plasma toroidal confinement;robots;testing;thermoelectric conversion;underwater sound;vacuum microelectronics,bioceramics;biological mobility;chaos generation;cloud computing;computational complexity;digital device testing;economics modelling;field emission cathodes;hydroacoustic monitoring;laser radiation control;middleware;object tracking;particle beam focusing;radio monitoring;robotics;thermoelectric conversion;tokamak;virtual laboratories,,0,,,,,June 30 2014-July 4 2014,,IEEE,IEEE Conference Publications
Assuring Mobile Physical Services for the New Generation of Networks,Y. Chen,"Sch. of Comput., Inf. & Decision Syst. Eng., Arizona State Univ., Tempe, AZ, USA",2011 Tenth International Symposium on Autonomous Decentralized Systems,20110405,2011,,,585,588,"The development of computing and communication systems has gone through a spiral cycle of centralization and decentralization schemas. The earliest telephone network used decentralized point-to-point connections. It moved to centralized switching system as the number of devices increased. The centralized computing and communication systems further moved into a decentralized paradigm, as devices expand and dependability of large systems becomes a dominating factor. The current cloud computing and communication systems appear to be a centralized system where computing and communication resources are not in the client computers but in an integrated infrastructure. Nevertheless, the implementation of the centralized infrastructure is equipped with decentralized and redundant resources, which makes the system more dependable as any internal failures can be tolerated internally. However, the terminal devices and their interfaces to the centralized infrastructure remain vulnerable to the single-point-of-failures. This paper focuses on terminal devices and their interfaces to the new generation of assurance network and presents the challenges of making the devices and the interfaces as dependable as the assurance network. The idea of achieving the goal is through a pool of Mobile Physical Services (MPS) that can connect to multiple networks and can be shared by neighboring users.",1541-0056;15410056,Electronic:978-0-7695-4349-9; POD:978-1-61284-213-4,10.1109/ISADS.2011.83,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5741430,New generation network;cloud computing;cyber-physical system;mobile physical service;robot as a service,Cloud computing;Computational modeling;Conferences;Mobile communication;Mobile computing;Robot sensing systems,next generation networks;radio links;switching networks;telecommunication computing,assurance network;centralized switching;communication resources;communication systems;computing systems;decentralized point-to-point connections;internal failures;mobile physical services;multiple networks;new generation networks;redundant resources;spiral cycle;telephone network,,1,,20,,,23-27 March 2011,,IEEE,IEEE Conference Publications
Android as a Cloud Ticket Validator,A. BaÃ_a; J. Ferreira; P. Filipe; G. Cunha,"ADEETC, Lisbon, Portugal",2013 International Conference on Cloud & Ubiquitous Computing & Emerging Technologies,20140109,2013,,,1,7,"In this paper we describe the development of a productive validation device in a mobile platform, to achieve a low cost ticketing device public transport passenger. This work is integrated in the project Smart CITIES Cloud Ticketing from Link Consulting SA, used to propose a multi-tenancy implementation of ticketing terminals. Additionally, it was introduced the ""thin device"" concept which allows to move the traditional ticketing operations to cloud platform, allowing that way to increase elasticity and interoperability issues. The device created is a prototype of this validation ticketing device with the validation services in a cloud platform (Amazon Web Services). Physically, the prototype consists in validator running on a tablet with Android operating system, but the validation logic remains out of the device in a service basis. Part of this result it's being used in production environment by the company Link.",,Electronic:978-1-4799-2235-2; POD:978-1-4799-2236-9,10.1109/CUBE.2013.11,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6701466,Android;Calypso;Cloud Computing;Electronic Ticketing Systems;Lisboa Viva;Smart Cards,Androids;Antennas;Computer architecture;Contracts;Humanoid robots;Smart cards,Android (operating system);Web services;cloud computing;open systems,Amazon Web services;Android operating system;Link Consulting SA;Smart CITIES cloud ticketing;cloud platform;cloud ticket validator;device public transport passenger;elasticity;interoperability;mobile platform;multitenancy;productive validation device;thin device;ticketing operations;ticketing terminals;validation logic;validation ticketing device,,1,,8,,,15-16 Nov. 2013,,IEEE,IEEE Conference Publications
Design for a cloud-based hybrid Android application security assessment framework,H. Zhong; J. Xiao,"School of Computer and Security Science, Edith Cowan University, Western Australia","2014 10th International Conference on Reliability, Maintainability and Safety (ICRMS)",20150514,2014,,,539,546,"Android platforms occupy predominant proportion of mobile market. Billions of Android apps are held on different public app markets or private repositories which needs an integrated procedure to control the security risks for the applications submitted from developers. To ensure the delivery of safe applications, the developers also need to identify potential security issues within the applications before the submissions. The industry lacks of an approach that can provide accurate, efficient and agile security assessment for Android applications. Based on the concept of data fusion, we design a hybrid assessment framework that combines white-box, black-box assessment and environmental forensic techniques. The proposed hybrid assessment framework is aimed to improve the overall assessment quality by harmonizing the merits of various conventional assessment techniques into an integrated system. Moreover, as security analysis usually requires databases with large volume of signature information and huge computing capacity used for vulnerability searching, the difficulty of the assessment is even increased if the application developers and inspectors are geographically distributed. We propose a cloud-based deployment strategy to enhance the accessibility, flexibility and cost-efficiency for the hybrid security assessment system.",,Electronic:978-1-4799-6632-5; POD:978-1-4799-6633-2,10.1109/ICRMS.2014.7107254,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7107254,Android Application;Cloud Computing;Information Fusion;Security Assessment,Androids;Data models;Humanoid robots;Mobile communication;Mobile handsets;Security;Testing,Android (operating system);cloud computing;mobile computing;security of data;sensor fusion,Android apps;application security assessment framework;assessment quality;black-box assessment;cloud-based deployment strategy;cloud-based hybrid Android application;data fusion;environmental forensic techniques;mobile market;public app markets;security analysis;security issues;security risks control;signature information;white-box assessment,,0,,27,,,6-8 Aug. 2014,,IEEE,IEEE Conference Publications
Passionate Projects: This Is What I Made,C. Beasley; E. Parsons; M. Pierce; S. Baumgarten; A. Neviera; S. Banerjee; T. Snow; C. Diana; N. Nakadate; S. Satsangi,,Computer,20141219,2014,47,12,42,54,"Passion for their work--whether in fashion, printing for the blind, water conservation, or Lego robotics--drives makers to render their individual visions in tangible forms that can benefit others. In ""Slow Fashion,"" by Crystal Beasley, ""Emmie's Lunchbox,"" by Emmeline Parsons, ""Filmmaking's Transformation in the 21st Century,"" by Melissa Pierce, ""Dismissrr: A Line-Manage Service for Schools,"" by Sam Baumgarten, ""Helping Startup Communities around the World: World Startup Report,"" by Andrius Neviera, ""Braigo: Building for Social Good,"" by Shubham Banerjee, ""WUÌˆF: A Wearable Device for Dogs,"" by Tyesha Snow, ""Experiments in 3D-Printed Design and Distribution,"" by Carla Diana, ""Reusing Gray Water: Becoming a Maker through Open Source Hardware,"" by Shruti Satsangi, and ""Builtbot,"" by Nicholas Nakadate, 10 makers share what they're making. The first Web extra at http://youtu.be/8mQkO1DXtuw is an audio recording of guest editor Brian David Johnson interviewing Crystal Beasley about how the Maker Movement is changing the way fashion is made with QCut offering womens jeans in 400 sizes. The second Web extra at http://youtu.be/DefazBEQOXA is an audio recording of guest editor Brian David Johnson interviewing author Sam Baumgarten, a high school student from Palo Alto, Calif., who has founded multiple companies of his own, including Dismissrr, an iOS device- and cloud-based system that helps schools manage how students are dismissed for pickup after school, based on when their rides arrive. The third Web extra at http://youtu.be/YzTuglXVbMc is an audio recording of guest editor Brian David Johnson interviewing Tyesha Snow about WUÌˆF, a wearable device for dogs. The fourth Web extra at http://youtu.be/GQ6ooHBb7fk is an audio recording of guest editor Brian David Johnson interviewing author Carla Diana about making, creativity, art, and her experiments in 3D-printed design and distribution. The fifth Web extra at http://youtu.be/Cwikv247mfs is an audio recordi- g of guest editor Brian David Johnson interviewing author Nicholas Nakadate about harnessing kids' imagination and creativity to build robots and learn about engineering by using 3D printing.",0018-9162;00189162,,10.1109/MC.2014.364,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6994118,Maker Movement;history of computing;makerspaces,Forecasting;Motion pictures;Product development;Production facilities;Robotics;Technological innovation;Technology forecasting,Internet;cloud computing;cognition;educational institutions;entertainment;humanities;operating systems (computers);public domain software;robots;three-dimensional printing;water conservation;wearable computers,3D-printed design;3D-printed distribution;Braigo;Calif;Dismissrr;Emmie lunchbox;Lego robotics;Maker Movement;Palo Alto;QCut;WUÌˆF;Web extra;audio recording;cloud-based system;filmmaking transformation;gray water reuse;high school student;iOS device-based system;kid creativity;kid imagination;line-manage school service;open source hardware;passionate projects;slow-fashion;social good;startup communities;water conservation;wearable device-for-dogs;women jeans sizes;work passion;world startup report,,0,,,,,Dec. 2014,,IEEE,IEEE Journals & Magazines
